year,round_id,seed,division_id,team_id,team_name,bracket,p
2016,1,1,1,392,Maryland,"{1,1,1,1,1}",1.0
2016,1,,1,562,Quinnipiac,"{2,1,1,1,1}",1.0
2016,1,8,1,688,Syracuse,"{3,2,1,1,1}",1.0
2016,1,,1,14,Albany (NY),"{4,2,1,1,1}",1.0
2016,1,5,1,80,Brown,"{5,3,2,1,1}",1.0
2016,1,,1,322,Johns Hopkins,"{6,3,2,1,1}",1.0
2016,1,,1,726,Navy,"{7,4,2,1,1}",1.0
2016,1,4,1,813,Yale,"{8,4,2,1,1}",1.0
2016,1,3,1,513,Notre Dame,"{9,5,3,2,1}",1.0
2016,1,,1,721,Air Force,"{10,5,3,2,1}",1.0
2016,1,,1,457,North Carolina,"{11,6,3,2,1}",1.0
2016,1,6,1,387,Marquette,"{12,6,3,2,1}",1.0
2016,1,,1,193,Duke,"{13,7,4,2,1}",1.0
2016,1,7,1,369,Loyola Maryland,"{14,7,4,2,1}",1.0
2016,1,,1,711,Towson,"{15,8,4,2,1}",1.0
2016,1,2,1,183,Denver,"{16,8,4,2,1}",1.0
